mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__ngram_range,param_tfidf__max_features,param_smote__sampling_strategy,param_smote__k_neighbors,param_select__k,param_nb__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.24613490104675292,0.07175847931619458,0.02610435485839844,0.006251473593688155,"(1, 1)",4000,not minority,7,500,0.1,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 7, 'select__k': 500, 'nb__alpha': 0.1}",0.4463112987440364,0.43275816697812697,0.42659687195961643,0.4335710947807352,0.398648520063732,0.4275771905052494,0.015821284493640952,27
1.0048455715179443,0.10420557242532148,0.057200384140014646,0.012158274232392711,"(1, 3)",1000,not minority,5,1500,1.7,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 5, 'select__k': 1500, 'nb__alpha': 1.7}",0.46769683322364,0.4515376528394969,0.47558265338116695,0.391901128359325,0.4336234425074824,0.44406834206222223,0.02979181809890906,22
1.3848135948181153,0.19212461795124738,0.12515006065368653,0.06444043273321884,"(1, 3)",,not minority,5,1500,0.3,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': None, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 5, 'select__k': 1500, 'nb__alpha': 0.3}",0.4451154168701301,0.4756424454215339,0.4578197168419803,0.3971389596643895,0.39068266030547827,0.4332798398207024,0.03363795392924244,25
0.13943104743957518,0.03063448611956395,0.02049221992492676,0.003982065662397017,"(1, 1)",1000,minority,3,1000,1.9,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 3, 'select__k': 1000, 'nb__alpha': 1.9}",0.2594623692399616,0.2686036644499862,0.22553873383583647,0.26017343834724727,0.2619729237403801,0.25515022592268227,0.015153956053651179,36
0.12302556037902831,0.01719417185963558,0.03218941688537598,0.022754252611825256,"(1, 1)",4000,minority,7,1500,0.2,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 7, 'select__k': 1500, 'nb__alpha': 0.2}",0.18440642942066746,0.21485371913782797,0.2674763982899893,0.2583586822315658,0.19563052971718806,0.2241451517594477,0.033246783413590004,41
0.7315009593963623,0.1278184341854328,0.06441874504089355,0.02423665439442421,"(1, 2)",3000,not minority,5,500,0.2,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 3000, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 5, 'select__k': 500, 'nb__alpha': 0.2}",0.45321152252858854,0.43151071126486207,0.4090842625058073,0.4133991324953066,0.4111004107886901,0.4236612079166509,0.01679527880347293,29
1.2060853004455567,0.35003271502084815,0.05201635360717773,0.001956694800964729,"(1, 3)",1000,all,3,1500,1.5999999999999999,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'all', 'smote__k_neighbors': 3, 'select__k': 1500, 'nb__alpha': 1.5999999999999999}",0.441672637877469,0.4614629557580568,0.5046579067160837,0.4494768072177345,0.4064394089253815,0.45274194329894507,0.031775583838536896,16
0.14234819412231445,0.024109511008301852,0.024100208282470705,0.004585557667421354,"(1, 1)",1000,minority,7,all,0.9999999999999999,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 7, 'select__k': 'all', 'nb__alpha': 0.9999999999999999}",0.19826617206084995,0.25911903485855114,0.23434982406140037,0.30490716299057286,0.2643380658343252,0.2521960519611399,0.03521572721203076,37
0.5365625381469726,0.1452074903651484,0.05262770652770996,0.02151567313043592,"(1, 2)",4000,minority,5,500,0.4,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 5, 'select__k': 500, 'nb__alpha': 0.4}",0.3047604798856763,0.3583242968185218,0.2531649546768,0.348959370043994,0.30472884969456043,0.3139875902239105,0.03757399571970343,33
1.0585004806518554,0.2331647349889923,0.06392745971679688,0.021558275478433857,"(1, 3)",1000,auto,7,1000,0.4,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'auto', 'smote__k_neighbors': 7, 'select__k': 1000, 'nb__alpha': 0.4}",0.435797993243496,0.4895049864894989,0.4884288078883826,0.41648683895656924,0.40893234668172324,0.447830194651934,0.03471385333010471,21
0.3164224624633789,0.12994016696866298,0.024516963958740236,0.005524707771407587,"(1, 1)",1000,all,7,1500,0.7999999999999999,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'all', 'smote__k_neighbors': 7, 'select__k': 1500, 'nb__alpha': 0.7999999999999999}",0.5256660332760097,0.48790728119134075,0.4701153080123418,0.47343639397345594,0.3932938486086865,0.4700837730123669,0.043162480585594666,4
0.1309915542602539,0.008874688911925718,0.022936344146728516,0.003937454461732624,"(1, 1)",5000,minority,5,1500,1.3,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 5000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 5, 'select__k': 1500, 'nb__alpha': 1.3}",0.18480627938846714,0.18849564424360984,0.22854993104123567,0.24416088543516684,0.16745853115865583,0.20269425425342708,0.028813656056494365,42
0.14548959732055664,0.04995484766158033,0.031310653686523436,0.0210316174037304,"(1, 1)",,minority,7,all,1.9,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': None, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 7, 'select__k': 'all', 'nb__alpha': 1.9}",0.16223075210211893,0.20844446684041773,0.19894573559834747,0.2429997293398002,0.1451611042477626,0.1915563576256894,0.034637385317929724,43
0.6383506774902343,0.13574957659263068,0.05952177047729492,0.019939267173821374,"(1, 2)",3000,not minority,10,500,0.9999999999999999,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 3000, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 10, 'select__k': 500, 'nb__alpha': 0.9999999999999999}",0.4688523130638213,0.43856009777144445,0.4106417982820726,0.40210555425273564,0.41276441379309214,0.4265848354326332,0.024390023650458705,28
1.1790218353271484,0.22803984238002123,0.060956048965454104,0.006306495273112734,"(1, 3)",3000,auto,7,1500,0.7999999999999999,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 3000, 'smote__sampling_strategy': 'auto', 'smote__k_neighbors': 7, 'select__k': 1500, 'nb__alpha': 0.7999999999999999}",0.4399408856449312,0.43293786862209555,0.4871441514217797,0.5100652953709457,0.3789645406930319,0.4498105483505568,0.045663304350260954,18
0.5395143508911133,0.0374625378605719,0.03976569175720215,0.005242137687432044,"(1, 2)",3000,not minority,7,500,0.9999999999999999,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 3000, 'smote__sampling_strategy': 'not minority', 'smote__k_neighbors': 7, 'select__k': 500, 'nb__alpha': 0.9999999999999999}",0.447894358349484,0.4537882919059911,0.41815228793096626,0.39190844269881875,0.3969599704559181,0.42174067026823564,0.025408608091070494,30
0.8978973865509033,0.07005162088883346,0.04899716377258301,0.011378074814369971,"(1, 3)",4000,minority,7,all,0.8999999999999999,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 7, 'select__k': 'all', 'nb__alpha': 0.8999999999999999}",0.23588903999106278,0.27985161886428456,0.2701319487413463,0.3138045873895395,0.2206521595003515,0.2640658708973169,0.032980634301840776,35
0.24860129356384278,0.05821993045218512,0.02665257453918457,0.01202295859269449,"(1, 1)",4000,auto,5,1000,0.7999999999999999,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'auto', 'smote__k_neighbors': 5, 'select__k': 1000, 'nb__alpha': 0.7999999999999999}",0.5066053849832326,0.4187513606855876,0.4964063382166972,0.5023313468389101,0.36088906964842127,0.4569967000745698,0.057911577435285785,13
0.2544879913330078,0.04686602558669236,0.027236270904541015,0.011953378748369502,"(1, 1)",4000,auto,7,all,0.8999999999999999,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'smote__sampling_strategy': 'auto', 'smote__k_neighbors': 7, 'select__k': 'all', 'nb__alpha': 0.8999999999999999}",0.47448047622586115,0.4810338983889483,0.4550585472409202,0.49981245798979423,0.4050220027308556,0.46308147651527587,0.032362513919282423,9
0.21944289207458495,0.03166858045688031,0.022013139724731446,0.0034378621998629923,"(1, 1)",1000,auto,5,1500,0.9999999999999999,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'auto', 'smote__k_neighbors': 5, 'select__k': 1500, 'nb__alpha': 0.9999999999999999}",0.5349373016547014,0.47506579468205007,0.4781170832838538,0.42370466269559,0.4027043501326544,0.46290583848977,0.04632219677977874,10
0.5875942707061768,0.022090639500383213,0.027937936782836913,0.001536955390147143,"(1, 3)",1000,minority,3,1000,0.3,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'smote__sampling_strategy': 'minority', 'smote__k_neighbors': 3, 'select__k': 1000, 'nb__alpha': 0.3}",0.19904113412312546,0.25359741831719784,0.24159762326639542,0.2540998499793945,0.2594448298391565,0.24155617110505395,0.022044816684600264,40
