mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nb__alpha,param_smote__k_neighbors,param_smote__sampling_strategy,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.049385786056518555,0.001638392297311856,0.010881948471069335,0.0009678728110688896,0.1,3,minority,2000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.24623770467016762,0.28006016536283296,0.21901311362171705,0.2554127878220063,0.23419286023240765,0.24698332634182632,0.020550512767563846,862
0.175963830947876,0.03878655270056056,0.018534135818481446,0.0007003056452276448,0.1,3,minority,2000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.25254101063370676,0.29507502143446057,0.21265944328746184,0.25052733721612325,0.24592431934963843,0.25134542638427815,0.02623116415443909,850
0.2986010551452637,0.004872294011672628,0.026349592208862304,0.00249158634225229,0.1,3,minority,2000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.2526070782869837,0.291826499803586,0.22151723180015373,0.2624368251081439,0.24446479353927547,0.2545704857076285,0.023014723368553598,834
0.04891095161437988,0.0014295028436746087,0.010622262954711914,0.000658615122893581,0.1,3,minority,3000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.2470213420110821,0.254603535682537,0.2194223030565349,0.2694114884516172,0.24256050977635896,0.24660383579562603,0.016367912125505167,865
0.15546412467956544,0.003138082892156222,0.019271278381347658,0.0004519647269289987,0.1,3,minority,3000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.274469508365898,0.29860761546808057,0.22542348180015373,0.2689977722297868,0.2539700396082313,0.2642936834944301,0.02416854150742234,773
0.3015695571899414,0.009865351618904917,0.0266664981842041,0.00218605417969955,0.1,3,minority,3000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.26985073579226915,0.3019900407896304,0.23845985146752977,0.2632528255397474,0.2564001716223657,0.26599072504230853,0.020824381026299625,767
0.0524139404296875,0.002862499392539855,0.011006832122802734,0.0006062581401062265,0.1,3,minority,,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.253624241568838,0.26925194555153514,0.22483339797915766,0.2705759884536719,0.2546500216750091,0.2545871190456424,0.016473712929836147,833
0.18108739852905273,0.00274939513272227,0.02262558937072754,0.001004230654523613,0.1,3,minority,,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.3064402142979732,0.3153575925166361,0.25657277502914655,0.2522298941262514,0.28014672950641056,0.28214944109528356,0.02548010586793938,723
0.3295157432556152,0.015370488815310118,0.03200631141662598,0.0018414132193480157,0.1,3,minority,,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.3133583797318704,0.30119873359665483,0.24782182624144697,0.25549049844198835,0.27550831447365,0.27867555049712217,0.025336624652603855,726
0.07114973068237304,0.002271826457741239,0.01082019805908203,0.0005465726951183467,0.1,3,not minority,1000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4179199038645598,0.45987683227839654,0.442269551563895,0.39812812741065384,0.4073122678116262,0.42510133658582633,0.022802020363064585,650
0.22781009674072267,0.07035503145292099,0.02146739959716797,0.005670404703865278,0.1,3,not minority,1000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.44610729948340727,0.44443098040760565,0.4428687074723091,0.3910073982200002,0.4135053608395532,0.42758394928457505,0.021893430674474926,622
0.3297549247741699,0.011730425756384333,0.0277587890625,0.0023393312637505067,0.1,3,not minority,1000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.45474983165126204,0.4412118838660057,0.4452547095931999,0.3884820595439382,0.39756696471867337,0.42545308987461583,0.026993465395146066,643
0.07285084724426269,0.002896491999705903,0.011008024215698242,0.0009603368134142255,0.1,3,not minority,2000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.4164986549766928,0.4320579909763131,0.437159414229414,0.41428521810163255,0.41491283617673536,0.42298282289215755,0.00965558766657366,667
0.18452081680297852,0.0023347679855765286,0.018900585174560548,0.0013630832958852822,0.1,3,not minority,2000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.44116319250887737,0.4471016793977449,0.4514693500802117,0.41499227882507606,0.4158144355821741,0.4341081872788168,0.015621096102435202,547
0.325093936920166,0.00783074129885186,0.026786613464355468,0.0009596741697864051,0.1,3,not minority,2000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.42940643666644385,0.4531318692514642,0.44309263101120533,0.394130988151636,0.392034710125169,0.4223593270411836,0.02507150776971118,668
0.07303800582885742,0.0020540291612727046,0.012624454498291016,0.0012941517403760807,0.1,3,not minority,3000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.4291212431546548,0.44083605753890653,0.414516788699554,0.39599179857677813,0.40161724738848015,0.41641662707167476,0.016718376105671024,689
0.18757987022399902,0.003021656301837557,0.018920326232910158,0.0009493483729236496,0.1,3,not minority,3000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.4177354957313174,0.4403718021714512,0.4283971866955623,0.43029465372782993,0.40613418652295386,0.4245866649698229,0.011693624320328644,658
0.3310684680938721,0.024303844296562776,0.030889606475830077,0.004456081287146115,0.1,3,not minority,3000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.4214409971432067,0.433321501431,0.3886855352123867,0.4188611595639631,0.4113763982918721,0.4147371183284857,0.014814239262243024,696
0.07427353858947754,0.002613225306501009,0.010370922088623048,0.0008800409420445936,0.1,3,not minority,,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.39171687572292757,0.39561238902522433,0.4010984651264271,0.4015337925289526,0.40785989308763526,0.3995642830982334,0.005518135487062218,716
0.2109055519104004,0.011060976141334921,0.023806047439575196,0.002401835413369421,0.1,3,not minority,,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.3714454531493431,0.43341056165395964,0.43185788079442977,0.4109599193156292,0.39890749989962804,0.40931626296259793,0.022951696906871794,708
0.4017642974853516,0.012121618702794662,0.0340764045715332,0.0026694959010386252,0.1,3,not minority,,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'not minority', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.3860160541170028,0.43398464905260237,0.42787424116964434,0.4041124255616928,0.39278506201892927,0.4089544863839743,0.01895011174921083,709
0.07544956207275391,0.0063127528833406225,0.010594606399536133,0.0005066318623587101,0.1,3,all,1000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4439924756811243,0.5046894095955834,0.44706717479036767,0.47368199770654995,0.43818053357515674,0.4615223182697564,0.02478846927286495,238
0.1870123863220215,0.010089867327296533,0.018629693984985353,0.0013121943178688914,0.1,3,all,1000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.4805292423932018,0.4519503964427536,0.4238088567808248,0.4594721768624624,0.4320762433075378,0.449567383157356,0.020158680871206727,365
0.3355900764465332,0.006744484652223482,0.028081274032592772,0.0020438434472060327,0.1,3,all,1000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.4836903765244186,0.4617914540779289,0.4073012790853488,0.40407161288487337,0.41682550245866107,0.43473604500624613,0.032069558921933396,543
0.07469539642333985,0.0015288865310044261,0.011130094528198242,0.0006239661739134722,0.1,3,all,2000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.44533432698282815,0.4985122999215517,0.4199262877507973,0.44212278079544937,0.4481684270196624,0.4508128244940578,0.025852434084695924,341
0.1922828197479248,0.006833111064461316,0.02158012390136719,0.004048501699787672,0.1,3,all,2000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.47926249019896794,0.5100631829520934,0.43610345104182435,0.44588690673628417,0.44120132165531767,0.4625034705168975,0.028176741308756383,230
0.3486745834350586,0.020102684439763294,0.02872500419616699,0.002582644290239939,0.1,3,all,2000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.45942122035769806,0.5157237805244557,0.42496155897225074,0.4189099074741546,0.41865232613772707,0.4475337586932572,0.03729385211393652,400
0.07943973541259766,0.0017470414802809948,0.011141157150268555,0.0003580749451097106,0.1,3,all,3000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.42478575802863555,0.5103031995243379,0.38756011155405806,0.43448960118862345,0.4351223409929774,0.4384522022577265,0.039915241664154305,496
0.1978726863861084,0.006239392418289449,0.019849443435668947,0.001406556849081402,0.1,3,all,3000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.4447072363379685,0.5221770048726868,0.41628603562281435,0.44782785969580663,0.44482503193118467,0.4551646336920922,0.03541834568623162,278
0.3385468482971191,0.030617833473166458,0.028470849990844725,0.0024228133340651772,0.1,3,all,3000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.4489971887019558,0.49741992846101274,0.4037998402943229,0.489372946909847,0.4341307186276103,0.45474412459894975,0.03485294665065502,280
0.09673886299133301,0.007943768022361963,0.014389514923095703,0.0010841291337230542,0.1,3,all,,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.4409798831340198,0.48662262381742843,0.3852536657978652,0.411401047765963,0.44261812634818837,0.43337506937269293,0.033991459093502506,557
0.26216859817504884,0.02465775074123716,0.02468075752258301,0.003403136694080846,0.1,3,all,,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.41202279519727325,0.4686191887464712,0.42686230617569343,0.40740941719268364,0.42932265360825406,0.42884727218407515,0.021580621293699743,603
0.415831184387207,0.007646242923943009,0.0335296630859375,0.0015681612888704928,0.1,3,all,,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': 'all', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.4214309447109215,0.471761854081339,0.4307812179138304,0.39731301413203646,0.42153383180627707,0.42856417252888085,0.024281262375214264,609
0.042841863632202146,0.0012285019775452836,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",1000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.1663209915161133,0.008182951120838207,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",1000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.3143006324768066,0.012723173683723521,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",1000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.04777946472167969,0.005015973095419048,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",2000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.16728391647338867,0.009591921518376333,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",2000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.3072791576385498,0.014843864078764944,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",2000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.042285823822021486,0.0009651762983616345,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",3000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.15654726028442384,0.008503213548319618,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",3000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.30016751289367677,0.007282147875994131,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",3000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.04313979148864746,0.0013431040552578431,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",,,,,,,,959
0.16655335426330567,0.004058172259994672,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",,,,,,,,959
0.31067323684692383,0.006565797850552769,0.0,0.0,0.1,3,"{1: 1000, 0: 500}",,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 3, 'smote__sampling_strategy': {1: 1000, 0: 500}, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",,,,,,,,959
0.07471113204956055,0.001951155525208512,0.011017274856567384,0.0004484754340189897,0.1,5,auto,1000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4421751597095825,0.5205894894342822,0.43318379310379795,0.4624827370872566,0.43338254705321133,0.4583627452776261,0.032891244680841945,256
0.20527424812316894,0.01672006404044943,0.019216156005859374,0.0013587885813765041,0.1,5,auto,1000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.46854568815811604,0.46185830668634154,0.4077014043451544,0.4632726537035861,0.42742401296024746,0.44576041317068904,0.02395705000969695,419
0.3268472671508789,0.0029362340090596283,0.027558135986328124,0.002095325469175507,0.1,5,auto,1000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.4609127048496881,0.44619076935959706,0.4150829810847816,0.4158982786640316,0.42171297963650534,0.4319595427189208,0.01837709443683895,573
0.07567181587219238,0.001309973603758705,0.010779953002929688,0.0007411975653197839,0.1,5,auto,2000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.4452090184614868,0.5015662992990805,0.4106978240785067,0.48405959636533524,0.45755732568009144,0.4598180127769001,0.03150206393630864,251
0.18938322067260743,0.0021978456454761685,0.019500732421875,0.0009226266219653398,0.1,5,auto,2000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.45064065499145495,0.5553894660222353,0.39989992357698995,0.4207959515348971,0.42415532578049053,0.45017626438121355,0.05502369658877099,353
0.3413845062255859,0.014940207710756109,0.027470827102661133,0.002710718209221549,0.1,5,auto,2000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.4570006484838014,0.5257340102958077,0.41177509291926373,0.4191167655850698,0.40380750412200306,0.4434868042811891,0.04499156624750641,442
0.07671141624450684,0.0026854145096337095,0.010209226608276367,0.0002687108587532977,0.1,5,auto,3000,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.42737388742712,0.493507333891263,0.3793419845907404,0.4671169903469119,0.4450835073179321,0.4424847407147935,0.038554252326484906,454
0.1877518653869629,0.004274883258392048,0.0202791690826416,0.001210975171937908,0.1,5,auto,3000,"(1, 2)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.4228408305238734,0.5227696603046035,0.41485662285455516,0.42982668911828764,0.4356730896878382,0.4451933784978316,0.039407627902132675,423
0.33286752700805666,0.004777351298860005,0.026422977447509766,0.001058496093979862,0.1,5,auto,3000,"(1, 3)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.43122336194847044,0.5170521829877686,0.3838706421004341,0.42991446630514585,0.4299113654012108,0.43839440374860594,0.043255478123010414,498
0.07924489974975586,0.002249892787096248,0.01134943962097168,0.00043231725081999215,0.1,5,auto,,"(1, 1)","{'nb__alpha': 0.1, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 'auto', 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.4368027676237841,0.45429214111929866,0.38434662097089056,0.40099714143662407,0.44748890981541994,0.4247855161932034,0.027319188673168977,653
