mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nb__alpha,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.13747315406799315,0.0026751542472984776,0.016751670837402345,0.0007888073785724704,1.0,3000,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.3573059472177714,0.41463912576295847,0.3982845752756248,0.3563245475673813,0.37604354232588244,0.3805195476299237,0.022908713254271164,34
0.26709775924682616,0.005736228911843595,0.024474096298217774,0.001957199171731157,1.0,3000,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.3678586319474323,0.4706732759746053,0.3937491236328505,0.37019064093383025,0.37801193654287923,0.3960967218063195,0.03837381360218092,28
0.03921060562133789,0.0009567728418079193,0.009517478942871093,0.0006130684680281154,1.0,,"(1, 1)","{'nb__alpha': 1.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.23388042506990642,0.270047951747009,0.26358485463417103,0.23406925277243365,0.2345651576886596,0.24722952838243595,0.016124235424321853,50
0.14298553466796876,0.006101044371364903,0.01938920021057129,0.000695016770483121,1.0,,"(1, 2)","{'nb__alpha': 1.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.17064744326201237,0.18081000081907117,0.17972667029131248,0.18094422002114613,0.17006128010571164,0.17643792289985075,0.004988564247200656,55
0.2798488616943359,0.006513898464047394,0.02878284454345703,0.0008692701635724923,1.0,,"(1, 3)","{'nb__alpha': 1.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.17601615821743105,0.17844768638425332,0.1680987633145683,0.17290421576858192,0.1671543033615256,0.17252422540927204,0.004378268033881089,56
0.038193130493164064,0.0006071072009732278,0.009159278869628907,0.0002781762460139966,1.5,1000,"(1, 1)","{'nb__alpha': 1.5, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4245727222776232,0.4950182706085876,0.4017678359964955,0.4109917495133303,0.4033947401269875,0.4271490637046048,0.03487807389005479,3
0.13261833190917968,0.004184475152354838,0.01782393455505371,0.0022672918130740853,1.5,1000,"(1, 2)","{'nb__alpha': 1.5, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.38018176063513004,0.4520844574820665,0.4181740859964955,0.4246611573248825,0.40149706180619166,0.4153197046489533,0.023969972242498964,13
0.26662144660949705,0.008733528636975844,0.023302125930786132,0.001160705697754607,1.5,1000,"(1, 3)","{'nb__alpha': 1.5, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.3964278510221382,0.440015581842219,0.41568537077454526,0.4201126735645073,0.3955149424265231,0.41355128392598656,0.016531707679260786,16
0.04004206657409668,0.0009258306856479954,0.009754037857055664,0.000803970916921381,1.5,2000,"(1, 1)","{'nb__alpha': 1.5, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.34674206927820206,0.38560422892487367,0.39437419434918997,0.3604057942857971,0.3667323523392928,0.37077172783547113,0.017194610418573984,39
0.13727850914001466,0.005452082777606677,0.017554855346679686,0.001232629980740788,1.5,2000,"(1, 2)","{'nb__alpha': 1.5, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.3551372708442387,0.42026347146083365,0.40236954500948474,0.3633510520419666,0.37064714226428036,0.38235369632416083,0.024805898343271293,33
0.31223278045654296,0.03372103946612265,0.023892879486083984,0.0007345361077567249,1.5,2000,"(1, 3)","{'nb__alpha': 1.5, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.36903475490246146,0.43954062676740074,0.39075348093132545,0.37005968119733973,0.3708454059730839,0.3880467899543223,0.02698081753726396,31
0.040842437744140626,0.0018616320561848077,0.00980219841003418,0.0007483537658432654,1.5,3000,"(1, 1)","{'nb__alpha': 1.5, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.29771505174467167,0.3775519946414492,0.32349407924204615,0.31308269462346594,0.31551819576068485,0.32547240320246357,0.02734688024094104,46
0.14802169799804688,0.005816029229604069,0.017502260208129884,0.0004149097747896086,1.5,3000,"(1, 2)","{'nb__alpha': 1.5, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.3378592290855123,0.3755168276929711,0.3795780054215116,0.33539141553362856,0.3540975769171872,0.3564886109301622,0.01840138981878322,41
0.27089495658874513,0.029252946901550895,0.024788951873779295,0.0006175990860132489,1.5,3000,"(1, 3)","{'nb__alpha': 1.5, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.34118654304671076,0.437674299377297,0.3754098817598289,0.35025153810647086,0.3524326468983761,0.3713909818377367,0.035009234233999306,38
0.04470591545104981,0.003632064309505108,0.009879016876220703,0.0009450583543644519,1.5,,"(1, 1)","{'nb__alpha': 1.5, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.19477807272779912,0.21376977793701463,0.1964820647034417,0.18512163221034603,0.19364084766852344,0.19675847904942498,0.009365025720366961,53
0.13254551887512206,0.0036770408785720262,0.019380712509155275,0.0009630957926341215,1.5,,"(1, 2)","{'nb__alpha': 1.5, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.1680127976725104,0.17126131930338498,0.1603316848261962,0.1661541175326171,0.1557906669978892,0.1643101172665196,0.005546861211342525,57
0.2625429630279541,0.004806695518093227,0.028057956695556642,0.0011667862837630404,1.5,,"(1, 3)","{'nb__alpha': 1.5, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.1619265130294542,0.16756264467670817,0.16519178657038225,0.17210886147862742,0.15322268367117226,0.16400249788526886,0.006329554345653008,58
0.03809413909912109,0.0008012905825730506,0.009273576736450195,0.00045078797376537516,2.0,1000,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",0.4191564084652766,0.464428416089705,0.39819256455337715,0.4159044132687888,0.39455691439602114,0.41844774335463375,0.024908781487398723,9
0.12486820220947266,0.0029430431564026437,0.016712760925292967,0.0005105441052984357,2.0,1000,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 2)}",0.3778388984256468,0.4459172178589445,0.4239866540792842,0.4215697321864227,0.3932299645086985,0.4125084934117993,0.024098296963877584,18
0.26587586402893065,0.011650055036367703,0.023158788681030273,0.0011349866713402934,2.0,1000,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 3)}",0.3808209322580643,0.44472302037318695,0.415638563857334,0.42068194809551357,0.38725179756006634,0.40982325242883305,0.023325214131245803,21
0.042346620559692384,0.003436419660696951,0.009371089935302734,0.0008496645088991403,2.0,2000,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 1)}",0.3329400779625308,0.3803114552497471,0.3767988105675395,0.3257608649852382,0.3509916469241586,0.3533605711378428,0.022181313509981086,42
0.14085488319396972,0.015537132199978553,0.018957805633544923,0.0038180747738186574,2.0,2000,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 2)}",0.3494680781025425,0.4016676375435223,0.3924356577686261,0.3563835291981378,0.35961193282116427,0.37191336708679856,0.02098939338174336,37
0.25661778450012207,0.007266579954491479,0.02326540946960449,0.0012098584415619488,2.0,2000,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 2000, 'tfidf__ngram_range': (1, 3)}",0.3614786963033112,0.41594743856014893,0.3840289201444783,0.3682251858618891,0.3563730486820296,0.37721065791037145,0.021491701455655737,36
0.039203834533691403,0.0006807384687124382,0.00940842628479004,0.0006733645660244796,2.0,3000,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.2691023052090381,0.3237657073992797,0.30408723866343745,0.29623353169197775,0.28202778835259046,0.29504331426326474,0.01871109253371567,49
0.12466020584106445,0.004016330573026824,0.016997146606445312,0.0005107647491333348,2.0,3000,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.31660345399713746,0.36369351427082053,0.3637784123115845,0.3240378588146925,0.32626982679185057,0.3388766132372171,0.020548437867034305,45
0.25347075462341306,0.004798471190678958,0.0236081600189209,0.0008118531124460971,2.0,3000,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 3)}",0.3055248734652321,0.4011576160731576,0.36556604588189273,0.33133482186502217,0.3418288606736838,0.34908244359179774,0.03239872587265973,43
0.03963489532470703,0.0008695142956196748,0.00911712646484375,0.001011943756472365,2.0,,"(1, 1)","{'nb__alpha': 2.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 1)}",0.18019710820668414,0.2007273076014526,0.17403829875052057,0.16868505698861086,0.1651661610627636,0.17776278652200636,0.012555852070446625,54
0.13737545013427735,0.0030060153342953266,0.018639850616455077,0.0008187981517232568,2.0,,"(1, 2)","{'nb__alpha': 2.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 2)}",0.15394844806609512,0.15699070619556255,0.15188308574832216,0.16379299231681535,0.15038177458026317,0.15539940138141167,0.004746176138172122,60
0.26430659294128417,0.005607584046629673,0.02784132957458496,0.0007419987467870304,2.0,,"(1, 3)","{'nb__alpha': 2.0, 'tfidf__max_features': None, 'tfidf__ngram_range': (1, 3)}",0.15056287666581783,0.15983161528647163,0.1547900624925082,0.16926795238771833,0.14754086548935408,0.156398674464374,0.007648638378377011,59
